Sentence	ID	表層形	原形	品詞
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"な"	"ない"	"形容詞-自立"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"さ"	"さ"	"名詞-接尾-特殊"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"に"	"に"	"助詞-格助詞-一般"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"凹む"	"凹む"	"動詞-自立"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"。"	"。"	"記号-句点"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"もう"	"もう"	"副詞-一般"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"走り出す"	"走り出す"	"動詞-自立"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"しか"	"しか"	"助詞-係助詞"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"ない"	"ない"	"形容詞-自立"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"。"	"。"	"記号-句点"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"バッティング"	"バッティング"	"名詞-一般"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"センター"	"センター"	"名詞-一般"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"いこ"	"いく"	"動詞-自立"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"う"	"う"	"助動詞"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"ぜ"	"ぜ"	"助詞-終助詞"
"月末ミーティング終了｡いつものことだが自分のミーティング力のなさに凹む。もう走り出すしかない。バッティングセンターいこうぜ!"	11	"!"	"!"	"記号-一般"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"COWCOW"	"COWCOW"	"名詞-一般"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"ヨシ"	"ヨシ"	"名詞-固有名詞-人名-一般"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"君"	"君"	"名詞-接尾-人名"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"の"	"の"	"助詞-連体化"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"顔色"	"顔色"	"名詞-一般"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"が"	"が"	"助詞-格助詞-一般"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"最近"	"最近"	"名詞-副詞可能"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"ずっと"	"ずっと"	"副詞-一般"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"悪い"	"悪い"	"形容詞-自立"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"。"	"。"	"記号-句点"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"病気"	"病気"	"名詞-サ変接続"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"ちゃう"	"ちゃう"	"動詞-自立"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"ん"	"ん"	"名詞-非自立-一般"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"?"	"?"	"記号-一般"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"心配"	"心配"	"名詞-サ変接続"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"や"	"や"	"助動詞"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"わ"	"わ"	"助詞-終助詞"
"COWCOWヨシ君の顔色が最近ずっと悪い。病気ちゃうん?心配やわ。"	12	"。"	"。"	"記号-句点"
"シャンプーいきたい…"	13	"シャンプー"	"シャンプー"	"名詞-サ変接続"
"シャンプーいきたい…"	13	"いき"	"いきる"	"動詞-自立"
"シャンプーいきたい…"	13	"たい"	"たい"	"助動詞"
"シャンプーいきたい…"	13	"…"	"…"	"記号-一般"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"BIGBANG"	"BIGBANG"	"名詞-固有名詞-組織"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"の"	"の"	"助詞-連体化"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"人"	"人"	"名詞-一般"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"が"	"が"	"助詞-格助詞-一般"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"え"	"え"	"フィラー"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"みち"	"みち"	"名詞-一般"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"ゃんねるにでてた"	"ゃんねるにでてた"	"名詞-一般"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"。"	"。"	"記号-句点"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"今"	"今"	"名詞-副詞可能"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"、"	"、"	"記号-読点"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"水泳"	"水泳"	"名詞-サ変接続"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"の"	"の"	"助詞-連体化"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"立石"	"立石"	"名詞-固有名詞-人名-姓"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"が"	"が"	"助詞-格助詞-一般"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"…"	"…"	"記号-一般"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"似"	"似る"	"動詞-自立"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"すぎ"	"すぎる"	"動詞-非自立"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"｡"	"｡"	"記号-一般"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"どちら"	"どちら"	"名詞-代名詞-一般"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"も"	"も"	"助詞-係助詞"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"、"	"、"	"記号-読点"
"BIGBANGの人がえみちゃんねるにでてた。今、水泳の立石が…似すぎ｡どちらも、生半可に喋りが達者でちょっとウザイ。でも立石なんかすき。"	14	"生半可"	"生半可"	"名詞-一般"
